# imt=PGA,investigation_time=50.0,lon=-76.5,lat=-11.21,poe=0.0500000,iml=-1.0000000e+00
Mag,Dist,poe
7.30000E+00,1.75000E+02,5.65437E-05
7.30000E+00,1.85000E+02,4.07553E-05
7.30000E+00,1.95000E+02,3.05560E-05
7.30000E+00,2.05000E+02,1.07600E-05
7.30000E+00,2.15000E+02,5.25141E-06
7.30000E+00,2.25000E+02,2.49466E-06
7.30000E+00,2.35000E+02,8.53740E-07
7.30000E+00,2.45000E+02,2.49878E-08
7.30000E+00,2.55000E+02,0.00000E+00
7.30000E+00,2.65000E+02,0.00000E+00
7.30000E+00,2.75000E+02,0.00000E+00
7.30000E+00,2.85000E+02,0.00000E+00
7.30000E+00,2.95000E+02,0.00000E+00
7.30000E+00,3.05000E+02,0.00000E+00
7.30000E+00,3.15000E+02,0.00000E+00
7.30000E+00,3.25000E+02,0.00000E+00
7.30000E+00,3.35000E+02,0.00000E+00
7.30000E+00,3.45000E+02,0.00000E+00
7.50000E+00,5.00000E+00,0.00000E+00
7.50000E+00,1.50000E+01,0.00000E+00
7.50000E+00,2.50000E+01,0.00000E+00
7.50000E+00,3.50000E+01,0.00000E+00
7.50000E+00,4.50000E+01,0.00000E+00
7.50000E+00,5.50000E+01,0.00000E+00
7.50000E+00,6.50000E+01,0.00000E+00
7.50000E+00,7.50000E+01,0.00000E+00
7.50000E+00,8.50000E+01,0.00000E+00
7.50000E+00,9.50000E+01,5.90234E-06
7.50000E+00,1.05000E+02,7.91902E-06
7.50000E+00,1.15000E+02,5.85804E-03
7.50000E+00,1.25000E+02,1.48202E-03
7.50000E+00,1.35000E+02,9.56026E-04
7.50000E+00,1.45000E+02,5.87353E-04
7.50000E+00,1.55000E+02,2.45788E-04
7.50000E+00,1.65000E+02,2.22887E-04
7.50000E+00,1.75000E+02,8.94461E-05
7.50000E+00,1.85000E+02,7.59162E-05
7.50000E+00,1.95000E+02,6.18887E-05
7.50000E+00,2.05000E+02,2.34871E-05
7.50000E+00,2.15000E+02,1.52754E-05
7.50000E+00,2.25000E+02,9.94356E-06
7.50000E+00,2.35000E+02,7.09432E-06
7.50000E+00,2.45000E+02,7.28371E-07
7.50000E+00,2.55000E+02,2.42123E-07
7.50000E+00,2.65000E+02,2.69811E-08
7.50000E+00,2.75000E+02,0.00000E+00
7.50000E+00,2.85000E+02,0.00000E+00
7.50000E+00,2.95000E+02,0.00000E+00
7.50000E+00,3.05000E+02,0.00000E+00
7.50000E+00,3.15000E+02,0.00000E+00
7.50000E+00,3.25000E+02,0.00000E+00
7.50000E+00,3.35000E+02,0.00000E+00
7.50000E+00,3.45000E+02,0.00000E+00
7.70000E+00,5.00000E+00,0.00000E+00
7.70000E+00,1.50000E+01,0.00000E+00
7.70000E+00,2.50000E+01,0.00000E+00
7.70000E+00,3.50000E+01,0.00000E+00
7.70000E+00,4.50000E+01,0.00000E+00
7.70000E+00,5.50000E+01,0.00000E+00
7.70000E+00,6.50000E+01,0.00000E+00
7.70000E+00,7.50000E+01,0.00000E+00
7.70000E+00,8.50000E+01,0.00000E+00
7.70000E+00,9.50000E+01,2.16333E-05
7.70000E+00,1.05000E+02,2.68111E-05
7.70000E+00,1.15000E+02,5.94517E-03
7.70000E+00,1.25000E+02,1.37030E-03
7.70000E+00,1.35000E+02,8.67902E-04
7.70000E+00,1.45000E+02,5.23490E-04
7.70000E+00,1.55000E+02,2.52025E-04
7.70000E+00,1.65000E+02,2.19089E-04
7.70000E+00,1.75000E+02,9.07470E-05
7.70000E+00,1.85000E+02,8.19252E-05
7.70000E+00,1.95000E+02,6.18579E-05
7.70000E+00,2.05000E+02,2.53595E-05
7.70000E+00,2.15000E+02,1.65294E-05
7.70000E+00,2.25000E+02,5.19565E-06
7.70000E+00,2.35000E+02,5.36567E-06
7.70000E+00,2.45000E+02,1.42689E-06
7.70000E+00,2.55000E+02,7.36588E-07
7.70000E+00,2.65000E+02,3.01705E-07
7.70000E+00,2.75000E+02,7.63233E-08
7.70000E+00,2.85000E+02,7.66032E-09
7.70000E+00,2.95000E+02,0.00000E+00
7.70000E+00,3.05000E+02,0.00000E+00
7.70000E+00,3.15000E+02,0.00000E+00
7.70000E+00,3.25000E+02,0.00000E+00
7.70000E+00,3.35000E+02,0.00000E+00
7.70000E+00,3.45000E+02,0.00000E+00
7.90000E+00,5.00000E+00,0.00000E+00
7.90000E+00,1.50000E+01,0.00000E+00
7.90000E+00,2.50000E+01,0.00000E+00
7.90000E+00,3.50000E+01,0.00000E+00
7.90000E+00,4.50000E+01,0.00000E+00
7.90000E+00,5.50000E+01,0.00000E+00
7.90000E+00,6.50000E+01,0.00000E+00
7.90000E+00,7.50000E+01,0.00000E+00
7.90000E+00,8.50000E+01,0.00000E+00
7.90000E+00,9.50000E+01,2.99340E-05
7.90000E+00,1.05000E+02,2.98554E-05
7.90000E+00,1.15000E+02,6.50693E-03
7.90000E+00,1.25000E+02,1.38903E-03
7.90000E+00,1.35000E+02,8.80178E-04
7.90000E+00,1.45000E+02,5.99983E-04
7.90000E+00,1.55000E+02,2.97650E-04
7.90000E+00,1.65000E+02,2.30594E-04
7.90000E+00,1.75000E+02,1.08302E-04
7.90000E+00,1.85000E+02,1.06895E-04
7.90000E+00,1.95000E+02,6.96154E-05
7.90000E+00,2.05000E+02,3.24507E-05
7.90000E+00,2.15000E+02,1.03456E-05
7.90000E+00,2.25000E+02,6.93388E-06
7.90000E+00,2.35000E+02,7.67338E-06
7.90000E+00,2.45000E+02,2.25242E-06
7.90000E+00,2.55000E+02,1.42665E-06
7.90000E+00,2.65000E+02,8.41572E-07
7.90000E+00,2.75000E+02,4.32364E-07
7.90000E+00,2.85000E+02,1.99411E-07
7.90000E+00,2.95000E+02,8.46761E-08
7.90000E+00,3.05000E+02,1.98609E-08
7.90000E+00,3.15000E+02,0.00000E+00
7.90000E+00,3.25000E+02,0.00000E+00
7.90000E+00,3.35000E+02,0.00000E+00
7.90000E+00,3.45000E+02,0.00000E+00
8.10000E+00,5.00000E+00,0.00000E+00
8.10000E+00,1.50000E+01,0.00000E+00
8.10000E+00,2.50000E+01,0.00000E+00
8.10000E+00,3.50000E+01,0.00000E+00
8.10000E+00,4.50000E+01,0.00000E+00
8.10000E+00,5.50000E+01,0.00000E+00
8.10000E+00,6.50000E+01,0.00000E+00
8.10000E+00,7.50000E+01,0.00000E+00
8.10000E+00,8.50000E+01,0.00000E+00
8.10000E+00,9.50000E+01,4.62939E-05
8.10000E+00,1.05000E+02,5.01765E-05
8.10000E+00,1.15000E+02,5.74876E-05
8.10000E+00,1.25000E+02,2.84756E-05
8.10000E+00,1.35000E+02,2.08437E-05
8.10000E+00,1.45000E+02,1.38668E-05
8.10000E+00,1.55000E+02,4.34650E-06
8.10000E+00,1.65000E+02,2.27975E-06
8.10000E+00,1.75000E+02,7.03772E-07
8.10000E+00,1.85000E+02,2.30128E-07
8.10000E+00,1.95000E+02,8.78464E-08
8.10000E+00,2.05000E+02,2.11324E-08
8.10000E+00,2.15000E+02,2.60308E-09
8.10000E+00,2.25000E+02,0.00000E+00
8.10000E+00,2.35000E+02,0.00000E+00
8.10000E+00,2.45000E+02,0.00000E+00
8.10000E+00,2.55000E+02,0.00000E+00
8.10000E+00,2.65000E+02,0.00000E+00
8.10000E+00,2.75000E+02,0.00000E+00
8.10000E+00,2.85000E+02,0.00000E+00
8.10000E+00,2.95000E+02,0.00000E+00
8.10000E+00,3.05000E+02,0.00000E+00
8.10000E+00,3.15000E+02,0.00000E+00
8.10000E+00,3.25000E+02,0.00000E+00
8.10000E+00,3.35000E+02,0.00000E+00
8.10000E+00,3.45000E+02,0.00000E+00
8.30000E+00,5.00000E+00,0.00000E+00
8.30000E+00,1.50000E+01,0.00000E+00
8.30000E+00,2.50000E+01,0.00000E+00
8.30000E+00,3.50000E+01,0.00000E+00
8.30000E+00,4.50000E+01,0.00000E+00
8.30000E+00,5.50000E+01,0.00000E+00
8.30000E+00,6.50000E+01,0.00000E+00
8.30000E+00,7.50000E+01,0.00000E+00
8.30000E+00,8.50000E+01,0.00000E+00
8.30000E+00,9.50000E+01,1.22017E-04
8.30000E+00,1.05000E+02,1.21687E-04
8.30000E+00,1.15000E+02,8.49242E-05
8.30000E+00,1.25000E+02,2.45415E-05
8.30000E+00,1.35000E+02,1.37494E-05
8.30000E+00,1.45000E+02,8.65847E-06
8.30000E+00,1.55000E+02,4.22027E-06
8.30000E+00,1.65000E+02,2.62698E-06
8.30000E+00,1.75000E+02,1.43370E-06
8.30000E+00,1.85000E+02,8.31292E-07
8.30000E+00,1.95000E+02,4.02641E-07
8.30000E+00,2.05000E+02,1.73471E-07
8.30000E+00,2.15000E+02,1.05359E-07
8.30000E+00,2.25000E+02,3.49122E-08
8.30000E+00,2.35000E+02,1.22126E-08
8.30000E+00,2.45000E+02,1.00763E-09
8.30000E+00,2.55000E+02,0.00000E+00
8.30000E+00,2.65000E+02,0.00000E+00
8.30000E+00,2.75000E+02,0.00000E+00
8.30000E+00,2.85000E+02,0.00000E+00
8.30000E+00,2.95000E+02,0.00000E+00
8.30000E+00,3.05000E+02,0.00000E+00
8.30000E+00,3.15000E+02,0.00000E+00
8.30000E+00,3.25000E+02,0.00000E+00
8.30000E+00,3.35000E+02,0.00000E+00
8.30000E+00,3.45000E+02,0.00000E+00
