# imt=PGA,investigation_time=50.0,lon=-76.5,lat=-11.21,poe=0.0500000,iml=-1.0000000e+00
Mag,Dist,poe
4.50000E+00,2.05000E+02,0.00000E+00
4.50000E+00,2.15000E+02,0.00000E+00
4.50000E+00,2.25000E+02,0.00000E+00
4.50000E+00,2.35000E+02,0.00000E+00
4.50000E+00,2.45000E+02,0.00000E+00
4.50000E+00,2.55000E+02,0.00000E+00
4.50000E+00,2.65000E+02,0.00000E+00
4.50000E+00,2.75000E+02,0.00000E+00
4.50000E+00,2.85000E+02,0.00000E+00
4.50000E+00,2.95000E+02,0.00000E+00
4.50000E+00,3.05000E+02,0.00000E+00
4.50000E+00,3.15000E+02,0.00000E+00
4.50000E+00,3.25000E+02,0.00000E+00
4.50000E+00,3.35000E+02,0.00000E+00
4.50000E+00,3.45000E+02,0.00000E+00
4.70000E+00,5.00000E+00,0.00000E+00
4.70000E+00,1.50000E+01,0.00000E+00
4.70000E+00,2.50000E+01,0.00000E+00
4.70000E+00,3.50000E+01,0.00000E+00
4.70000E+00,4.50000E+01,0.00000E+00
4.70000E+00,5.50000E+01,0.00000E+00
4.70000E+00,6.50000E+01,0.00000E+00
4.70000E+00,7.50000E+01,0.00000E+00
4.70000E+00,8.50000E+01,0.00000E+00
4.70000E+00,9.50000E+01,0.00000E+00
4.70000E+00,1.05000E+02,0.00000E+00
4.70000E+00,1.15000E+02,0.00000E+00
4.70000E+00,1.25000E+02,0.00000E+00
4.70000E+00,1.35000E+02,0.00000E+00
4.70000E+00,1.45000E+02,0.00000E+00
4.70000E+00,1.55000E+02,0.00000E+00
4.70000E+00,1.65000E+02,0.00000E+00
4.70000E+00,1.75000E+02,0.00000E+00
4.70000E+00,1.85000E+02,0.00000E+00
4.70000E+00,1.95000E+02,0.00000E+00
4.70000E+00,2.05000E+02,0.00000E+00
4.70000E+00,2.15000E+02,0.00000E+00
4.70000E+00,2.25000E+02,0.00000E+00
4.70000E+00,2.35000E+02,0.00000E+00
4.70000E+00,2.45000E+02,0.00000E+00
4.70000E+00,2.55000E+02,0.00000E+00
4.70000E+00,2.65000E+02,0.00000E+00
4.70000E+00,2.75000E+02,0.00000E+00
4.70000E+00,2.85000E+02,0.00000E+00
4.70000E+00,2.95000E+02,0.00000E+00
4.70000E+00,3.05000E+02,0.00000E+00
4.70000E+00,3.15000E+02,0.00000E+00
4.70000E+00,3.25000E+02,0.00000E+00
4.70000E+00,3.35000E+02,0.00000E+00
4.70000E+00,3.45000E+02,0.00000E+00
4.90000E+00,5.00000E+00,0.00000E+00
4.90000E+00,1.50000E+01,0.00000E+00
4.90000E+00,2.50000E+01,0.00000E+00
4.90000E+00,3.50000E+01,0.00000E+00
4.90000E+00,4.50000E+01,0.00000E+00
4.90000E+00,5.50000E+01,0.00000E+00
4.90000E+00,6.50000E+01,0.00000E+00
4.90000E+00,7.50000E+01,0.00000E+00
4.90000E+00,8.50000E+01,0.00000E+00
4.90000E+00,9.50000E+01,0.00000E+00
4.90000E+00,1.05000E+02,0.00000E+00
4.90000E+00,1.15000E+02,0.00000E+00
4.90000E+00,1.25000E+02,0.00000E+00
4.90000E+00,1.35000E+02,0.00000E+00
4.90000E+00,1.45000E+02,0.00000E+00
4.90000E+00,1.55000E+02,0.00000E+00
4.90000E+00,1.65000E+02,0.00000E+00
4.90000E+00,1.75000E+02,0.00000E+00
4.90000E+00,1.85000E+02,0.00000E+00
4.90000E+00,1.95000E+02,0.00000E+00
4.90000E+00,2.05000E+02,0.00000E+00
4.90000E+00,2.15000E+02,0.00000E+00
4.90000E+00,2.25000E+02,0.00000E+00
4.90000E+00,2.35000E+02,0.00000E+00
4.90000E+00,2.45000E+02,0.00000E+00
4.90000E+00,2.55000E+02,0.00000E+00
4.90000E+00,2.65000E+02,0.00000E+00
4.90000E+00,2.75000E+02,0.00000E+00
4.90000E+00,2.85000E+02,0.00000E+00
4.90000E+00,2.95000E+02,0.00000E+00
4.90000E+00,3.05000E+02,0.00000E+00
4.90000E+00,3.15000E+02,0.00000E+00
4.90000E+00,3.25000E+02,0.00000E+00
4.90000E+00,3.35000E+02,0.00000E+00
4.90000E+00,3.45000E+02,0.00000E+00
5.10000E+00,5.00000E+00,0.00000E+00
5.10000E+00,1.50000E+01,0.00000E+00
5.10000E+00,2.50000E+01,0.00000E+00
5.10000E+00,3.50000E+01,0.00000E+00
5.10000E+00,4.50000E+01,0.00000E+00
5.10000E+00,5.50000E+01,0.00000E+00
5.10000E+00,6.50000E+01,0.00000E+00
5.10000E+00,7.50000E+01,0.00000E+00
5.10000E+00,8.50000E+01,0.00000E+00
5.10000E+00,9.50000E+01,0.00000E+00
5.10000E+00,1.05000E+02,0.00000E+00
5.10000E+00,1.15000E+02,0.00000E+00
5.10000E+00,1.25000E+02,0.00000E+00
5.10000E+00,1.35000E+02,0.00000E+00
5.10000E+00,1.45000E+02,0.00000E+00
5.10000E+00,1.55000E+02,0.00000E+00
5.10000E+00,1.65000E+02,0.00000E+00
5.10000E+00,1.75000E+02,0.00000E+00
5.10000E+00,1.85000E+02,0.00000E+00
5.10000E+00,1.95000E+02,0.00000E+00
5.10000E+00,2.05000E+02,0.00000E+00
5.10000E+00,2.15000E+02,0.00000E+00
5.10000E+00,2.25000E+02,0.00000E+00
5.10000E+00,2.35000E+02,0.00000E+00
5.10000E+00,2.45000E+02,0.00000E+00
5.10000E+00,2.55000E+02,0.00000E+00
5.10000E+00,2.65000E+02,0.00000E+00
5.10000E+00,2.75000E+02,0.00000E+00
5.10000E+00,2.85000E+02,0.00000E+00
5.10000E+00,2.95000E+02,0.00000E+00
5.10000E+00,3.05000E+02,0.00000E+00
5.10000E+00,3.15000E+02,0.00000E+00
5.10000E+00,3.25000E+02,0.00000E+00
5.10000E+00,3.35000E+02,0.00000E+00
5.10000E+00,3.45000E+02,0.00000E+00
5.30000E+00,5.00000E+00,0.00000E+00
5.30000E+00,1.50000E+01,0.00000E+00
5.30000E+00,2.50000E+01,0.00000E+00
5.30000E+00,3.50000E+01,0.00000E+00
5.30000E+00,4.50000E+01,0.00000E+00
5.30000E+00,5.50000E+01,0.00000E+00
5.30000E+00,6.50000E+01,0.00000E+00
5.30000E+00,7.50000E+01,0.00000E+00
5.30000E+00,8.50000E+01,0.00000E+00
5.30000E+00,9.50000E+01,0.00000E+00
5.30000E+00,1.05000E+02,0.00000E+00
5.30000E+00,1.15000E+02,0.00000E+00
5.30000E+00,1.25000E+02,0.00000E+00
5.30000E+00,1.35000E+02,0.00000E+00
5.30000E+00,1.45000E+02,0.00000E+00
5.30000E+00,1.55000E+02,0.00000E+00
5.30000E+00,1.65000E+02,0.00000E+00
5.30000E+00,1.75000E+02,0.00000E+00
5.30000E+00,1.85000E+02,0.00000E+00
5.30000E+00,1.95000E+02,0.00000E+00
5.30000E+00,2.05000E+02,0.00000E+00
5.30000E+00,2.15000E+02,0.00000E+00
5.30000E+00,2.25000E+02,0.00000E+00
5.30000E+00,2.35000E+02,0.00000E+00
5.30000E+00,2.45000E+02,0.00000E+00
5.30000E+00,2.55000E+02,0.00000E+00
5.30000E+00,2.65000E+02,0.00000E+00
5.30000E+00,2.75000E+02,0.00000E+00
5.30000E+00,2.85000E+02,0.00000E+00
5.30000E+00,2.95000E+02,0.00000E+00
5.30000E+00,3.05000E+02,0.00000E+00
5.30000E+00,3.15000E+02,0.00000E+00
5.30000E+00,3.25000E+02,0.00000E+00
5.30000E+00,3.35000E+02,0.00000E+00
5.30000E+00,3.45000E+02,0.00000E+00
5.50000E+00,5.00000E+00,0.00000E+00
5.50000E+00,1.50000E+01,0.00000E+00
5.50000E+00,2.50000E+01,0.00000E+00
5.50000E+00,3.50000E+01,0.00000E+00
5.50000E+00,4.50000E+01,0.00000E+00
5.50000E+00,5.50000E+01,0.00000E+00
5.50000E+00,6.50000E+01,0.00000E+00
5.50000E+00,7.50000E+01,0.00000E+00
5.50000E+00,8.50000E+01,0.00000E+00
5.50000E+00,9.50000E+01,0.00000E+00
5.50000E+00,1.05000E+02,0.00000E+00
5.50000E+00,1.15000E+02,0.00000E+00
5.50000E+00,1.25000E+02,0.00000E+00
5.50000E+00,1.35000E+02,0.00000E+00
5.50000E+00,1.45000E+02,0.00000E+00
5.50000E+00,1.55000E+02,0.00000E+00
5.50000E+00,1.65000E+02,0.00000E+00
5.50000E+00,1.75000E+02,0.00000E+00
5.50000E+00,1.85000E+02,0.00000E+00
5.50000E+00,1.95000E+02,0.00000E+00
5.50000E+00,2.05000E+02,0.00000E+00
5.50000E+00,2.15000E+02,0.00000E+00
5.50000E+00,2.25000E+02,0.00000E+00
5.50000E+00,2.35000E+02,0.00000E+00
5.50000E+00,2.45000E+02,0.00000E+00
5.50000E+00,2.55000E+02,0.00000E+00
5.50000E+00,2.65000E+02,0.00000E+00
5.50000E+00,2.75000E+02,0.00000E+00
5.50000E+00,2.85000E+02,0.00000E+00
5.50000E+00,2.95000E+02,0.00000E+00
5.50000E+00,3.05000E+02,0.00000E+00
5.50000E+00,3.15000E+02,0.00000E+00
5.50000E+00,3.25000E+02,0.00000E+00
5.50000E+00,3.35000E+02,0.00000E+00
5.50000E+00,3.45000E+02,0.00000E+00
5.70000E+00,5.00000E+00,0.00000E+00
5.70000E+00,1.50000E+01,0.00000E+00
5.70000E+00,2.50000E+01,0.00000E+00
5.70000E+00,3.50000E+01,0.00000E+00
5.70000E+00,4.50000E+01,0.00000E+00
5.70000E+00,5.50000E+01,0.00000E+00
5.70000E+00,6.50000E+01,0.00000E+00
5.70000E+00,7.50000E+01,0.00000E+00
5.70000E+00,8.50000E+01,0.00000E+00
5.70000E+00,9.50000E+01,0.00000E+00
5.70000E+00,1.05000E+02,0.00000E+00
5.70000E+00,1.15000E+02,0.00000E+00
5.70000E+00,1.25000E+02,0.00000E+00
5.70000E+00,1.35000E+02,0.00000E+00
5.70000E+00,1.45000E+02,0.00000E+00
5.70000E+00,1.55000E+02,0.00000E+00
5.70000E+00,1.65000E+02,0.00000E+00
5.70000E+00,1.75000E+02,0.00000E+00
5.70000E+00,1.85000E+02,0.00000E+00
5.70000E+00,1.95000E+02,0.00000E+00
5.70000E+00,2.05000E+02,0.00000E+00
5.70000E+00,2.15000E+02,0.00000E+00
5.70000E+00,2.25000E+02,0.00000E+00
5.70000E+00,2.35000E+02,0.00000E+00
5.70000E+00,2.45000E+02,0.00000E+00
5.70000E+00,2.55000E+02,0.00000E+00
5.70000E+00,2.65000E+02,0.00000E+00
5.70000E+00,2.75000E+02,0.00000E+00
5.70000E+00,2.85000E+02,0.00000E+00
5.70000E+00,2.95000E+02,0.00000E+00
5.70000E+00,3.05000E+02,0.00000E+00
5.70000E+00,3.15000E+02,0.00000E+00
5.70000E+00,3.25000E+02,0.00000E+00
5.70000E+00,3.35000E+02,0.00000E+00
5.70000E+00,3.45000E+02,0.00000E+00
5.90000E+00,5.00000E+00,0.00000E+00
5.90000E+00,1.50000E+01,0.00000E+00
5.90000E+00,2.50000E+01,0.00000E+00
5.90000E+00,3.50000E+01,0.00000E+00
5.90000E+00,4.50000E+01,0.00000E+00
5.90000E+00,5.50000E+01,0.00000E+00
5.90000E+00,6.50000E+01,0.00000E+00
5.90000E+00,7.50000E+01,0.00000E+00
5.90000E+00,8.50000E+01,0.00000E+00
5.90000E+00,9.50000E+01,0.00000E+00
5.90000E+00,1.05000E+02,0.00000E+00
5.90000E+00,1.15000E+02,3.91433E-05
5.90000E+00,1.25000E+02,9.66028E-06
5.90000E+00,1.35000E+02,1.36054E-07
5.90000E+00,1.45000E+02,0.00000E+00
5.90000E+00,1.55000E+02,0.00000E+00
5.90000E+00,1.65000E+02,0.00000E+00
5.90000E+00,1.75000E+02,0.00000E+00
5.90000E+00,1.85000E+02,0.00000E+00
5.90000E+00,1.95000E+02,0.00000E+00
5.90000E+00,2.05000E+02,0.00000E+00
5.90000E+00,2.15000E+02,0.00000E+00
5.90000E+00,2.25000E+02,0.00000E+00
5.90000E+00,2.35000E+02,0.00000E+00
5.90000E+00,2.45000E+02,0.00000E+00
5.90000E+00,2.55000E+02,0.00000E+00
5.90000E+00,2.65000E+02,0.00000E+00
5.90000E+00,2.75000E+02,0.00000E+00
5.90000E+00,2.85000E+02,0.00000E+00
5.90000E+00,2.95000E+02,0.00000E+00
5.90000E+00,3.05000E+02,0.00000E+00
5.90000E+00,3.15000E+02,0.00000E+00
5.90000E+00,3.25000E+02,0.00000E+00
5.90000E+00,3.35000E+02,0.00000E+00
5.90000E+00,3.45000E+02,0.00000E+00
6.10000E+00,5.00000E+00,0.00000E+00
6.10000E+00,1.50000E+01,0.00000E+00
6.10000E+00,2.50000E+01,0.00000E+00
6.10000E+00,3.50000E+01,0.00000E+00
6.10000E+00,4.50000E+01,0.00000E+00
6.10000E+00,5.50000E+01,0.00000E+00
6.10000E+00,6.50000E+01,0.00000E+00
6.10000E+00,7.50000E+01,0.00000E+00
6.10000E+00,8.50000E+01,0.00000E+00
6.10000E+00,9.50000E+01,0.00000E+00
6.10000E+00,1.05000E+02,0.00000E+00
6.10000E+00,1.15000E+02,1.15087E-04
6.10000E+00,1.25000E+02,5.31677E-05
6.10000E+00,1.35000E+02,2.07464E-05
6.10000E+00,1.45000E+02,4.52188E-06
6.10000E+00,1.55000E+02,0.00000E+00
6.10000E+00,1.65000E+02,0.00000E+00
6.10000E+00,1.75000E+02,0.00000E+00
6.10000E+00,1.85000E+02,0.00000E+00
6.10000E+00,1.95000E+02,0.00000E+00
6.10000E+00,2.05000E+02,0.00000E+00
6.10000E+00,2.15000E+02,0.00000E+00
6.10000E+00,2.25000E+02,0.00000E+00
6.10000E+00,2.35000E+02,0.00000E+00
6.10000E+00,2.45000E+02,0.00000E+00
6.10000E+00,2.55000E+02,0.00000E+00
6.10000E+00,2.65000E+02,0.00000E+00
6.10000E+00,2.75000E+02,0.00000E+00
6.10000E+00,2.85000E+02,0.00000E+00
6.10000E+00,2.95000E+02,0.00000E+00
6.10000E+00,3.05000E+02,0.00000E+00
6.10000E+00,3.15000E+02,0.00000E+00
6.10000E+00,3.25000E+02,0.00000E+00
6.10000E+00,3.35000E+02,0.00000E+00
6.10000E+00,3.45000E+02,0.00000E+00
6.30000E+00,5.00000E+00,0.00000E+00
6.30000E+00,1.50000E+01,0.00000E+00
6.30000E+00,2.50000E+01,0.00000E+00
6.30000E+00,3.50000E+01,0.00000E+00
6.30000E+00,4.50000E+01,0.00000E+00
6.30000E+00,5.50000E+01,0.00000E+00
6.30000E+00,6.50000E+01,0.00000E+00
6.30000E+00,7.50000E+01,0.00000E+00
6.30000E+00,8.50000E+01,0.00000E+00
6.30000E+00,9.50000E+01,6.41230E-08
6.30000E+00,1.05000E+02,4.38761E-09
6.30000E+00,1.15000E+02,2.02524E-04
6.30000E+00,1.25000E+02,1.06210E-04
6.30000E+00,1.35000E+02,6.32195E-05
6.30000E+00,1.45000E+02,4.23162E-05
6.30000E+00,1.55000E+02,1.63516E-05
6.30000E+00,1.65000E+02,2.74728E-07
6.30000E+00,1.75000E+02,0.00000E+00
6.30000E+00,1.85000E+02,0.00000E+00
6.30000E+00,1.95000E+02,0.00000E+00
6.30000E+00,2.05000E+02,0.00000E+00
6.30000E+00,2.15000E+02,0.00000E+00
6.30000E+00,2.25000E+02,0.00000E+00
6.30000E+00,2.35000E+02,0.00000E+00
6.30000E+00,2.45000E+02,0.00000E+00
6.30000E+00,2.55000E+02,0.00000E+00
6.30000E+00,2.65000E+02,0.00000E+00
6.30000E+00,2.75000E+02,0.00000E+00
6.30000E+00,2.85000E+02,0.00000E+00
6.30000E+00,2.95000E+02,0.00000E+00
6.30000E+00,3.05000E+02,0.00000E+00
6.30000E+00,3.15000E+02,0.00000E+00
6.30000E+00,3.25000E+02,0.00000E+00
6.30000E+00,3.35000E+02,0.00000E+00
6.30000E+00,3.45000E+02,0.00000E+00
6.50000E+00,5.00000E+00,0.00000E+00
6.50000E+00,1.50000E+01,0.00000E+00
6.50000E+00,2.50000E+01,0.00000E+00
6.50000E+00,3.50000E+01,0.00000E+00
6.50000E+00,4.50000E+01,0.00000E+00
6.50000E+00,5.50000E+01,0.00000E+00
6.50000E+00,6.50000E+01,0.00000E+00
6.50000E+00,7.50000E+01,0.00000E+00
6.50000E+00,8.50000E+01,0.00000E+00
6.50000E+00,9.50000E+01,4.99534E-07
6.50000E+00,1.05000E+02,3.79738E-07
6.50000E+00,1.15000E+02,4.78826E-04
6.50000E+00,1.25000E+02,2.38356E-04
6.50000E+00,1.35000E+02,1.91089E-04
6.50000E+00,1.45000E+02,1.00993E-04
6.50000E+00,1.55000E+02,6.49717E-05
6.50000E+00,1.65000E+02,2.92347E-05
6.50000E+00,1.75000E+02,6.53653E-06
6.50000E+00,1.85000E+02,0.00000E+00
6.50000E+00,1.95000E+02,0.00000E+00
6.50000E+00,2.05000E+02,0.00000E+00
6.50000E+00,2.15000E+02,0.00000E+00
6.50000E+00,2.25000E+02,0.00000E+00
6.50000E+00,2.35000E+02,0.00000E+00
6.50000E+00,2.45000E+02,0.00000E+00
6.50000E+00,2.55000E+02,0.00000E+00
6.50000E+00,2.65000E+02,0.00000E+00
6.50000E+00,2.75000E+02,0.00000E+00
6.50000E+00,2.85000E+02,0.00000E+00
6.50000E+00,2.95000E+02,0.00000E+00
6.50000E+00,3.05000E+02,0.00000E+00
6.50000E+00,3.15000E+02,0.00000E+00
6.50000E+00,3.25000E+02,0.00000E+00
6.50000E+00,3.35000E+02,0.00000E+00
6.50000E+00,3.45000E+02,0.00000E+00
6.70000E+00,5.00000E+00,0.00000E+00
6.70000E+00,1.50000E+01,0.00000E+00
6.70000E+00,2.50000E+01,0.00000E+00
6.70000E+00,3.50000E+01,0.00000E+00
6.70000E+00,4.50000E+01,0.00000E+00
6.70000E+00,5.50000E+01,0.00000E+00
6.70000E+00,6.50000E+01,0.00000E+00
6.70000E+00,7.50000E+01,0.00000E+00
6.70000E+00,8.50000E+01,0.00000E+00
6.70000E+00,9.50000E+01,1.24921E-06
6.70000E+00,1.05000E+02,1.31258E-06
6.70000E+00,1.15000E+02,1.02168E-03
6.70000E+00,1.25000E+02,4.48286E-04
6.70000E+00,1.35000E+02,1.66587E-04
6.70000E+00,1.45000E+02,6.87560E-05
6.70000E+00,1.55000E+02,2.33450E-05
6.70000E+00,1.65000E+02,9.54032E-06
6.70000E+00,1.75000E+02,2.20584E-06
6.70000E+00,1.85000E+02,3.71382E-07
6.70000E+00,1.95000E+02,0.00000E+00
6.70000E+00,2.05000E+02,0.00000E+00
6.70000E+00,2.15000E+02,0.00000E+00
6.70000E+00,2.25000E+02,0.00000E+00
6.70000E+00,2.35000E+02,0.00000E+00
6.70000E+00,2.45000E+02,0.00000E+00
6.70000E+00,2.55000E+02,0.00000E+00
6.70000E+00,2.65000E+02,0.00000E+00
6.70000E+00,2.75000E+02,0.00000E+00
6.70000E+00,2.85000E+02,0.00000E+00
6.70000E+00,2.95000E+02,0.00000E+00
6.70000E+00,3.05000E+02,0.00000E+00
6.70000E+00,3.15000E+02,0.00000E+00
6.70000E+00,3.25000E+02,0.00000E+00
6.70000E+00,3.35000E+02,0.00000E+00
6.70000E+00,3.45000E+02,0.00000E+00
6.90000E+00,5.00000E+00,0.00000E+00
6.90000E+00,1.50000E+01,0.00000E+00
6.90000E+00,2.50000E+01,0.00000E+00
6.90000E+00,3.50000E+01,0.00000E+00
6.90000E+00,4.50000E+01,0.00000E+00
6.90000E+00,5.50000E+01,0.00000E+00
6.90000E+00,6.50000E+01,0.00000E+00
6.90000E+00,7.50000E+01,0.00000E+00
6.90000E+00,8.50000E+01,0.00000E+00
6.90000E+00,9.50000E+01,1.13038E-06
6.90000E+00,1.05000E+02,1.65623E-06
6.90000E+00,1.15000E+02,1.76278E-03
6.90000E+00,1.25000E+02,7.53118E-04
6.90000E+00,1.35000E+02,2.98597E-04
6.90000E+00,1.45000E+02,1.39156E-04
6.90000E+00,1.55000E+02,5.89159E-05
6.90000E+00,1.65000E+02,3.18074E-05
6.90000E+00,1.75000E+02,9.49654E-06
6.90000E+00,1.85000E+02,3.76693E-06
6.90000E+00,1.95000E+02,1.48232E-06
6.90000E+00,2.05000E+02,1.10045E-07
6.90000E+00,2.15000E+02,0.00000E+00
6.90000E+00,2.25000E+02,0.00000E+00
6.90000E+00,2.35000E+02,0.00000E+00
6.90000E+00,2.45000E+02,0.00000E+00
6.90000E+00,2.55000E+02,0.00000E+00
6.90000E+00,2.65000E+02,0.00000E+00
6.90000E+00,2.75000E+02,0.00000E+00
6.90000E+00,2.85000E+02,0.00000E+00
6.90000E+00,2.95000E+02,0.00000E+00
6.90000E+00,3.05000E+02,0.00000E+00
6.90000E+00,3.15000E+02,0.00000E+00
6.90000E+00,3.25000E+02,0.00000E+00
6.90000E+00,3.35000E+02,0.00000E+00
6.90000E+00,3.45000E+02,0.00000E+00
7.10000E+00,5.00000E+00,0.00000E+00
7.10000E+00,1.50000E+01,0.00000E+00
7.10000E+00,2.50000E+01,0.00000E+00
7.10000E+00,3.50000E+01,0.00000E+00
7.10000E+00,4.50000E+01,0.00000E+00
7.10000E+00,5.50000E+01,0.00000E+00
7.10000E+00,6.50000E+01,0.00000E+00
7.10000E+00,7.50000E+01,0.00000E+00
7.10000E+00,8.50000E+01,0.00000E+00
7.10000E+00,9.50000E+01,1.86765E-06
7.10000E+00,1.05000E+02,2.73213E-06
7.10000E+00,1.15000E+02,2.86083E-03
7.10000E+00,1.25000E+02,8.95005E-04
7.10000E+00,1.35000E+02,4.38052E-04
7.10000E+00,1.45000E+02,2.23328E-04
7.10000E+00,1.55000E+02,9.86215E-05
7.10000E+00,1.65000E+02,6.53957E-05
7.10000E+00,1.75000E+02,2.34604E-05
7.10000E+00,1.85000E+02,1.43140E-05
7.10000E+00,1.95000E+02,7.90195E-06
7.10000E+00,2.05000E+02,1.49931E-06
7.10000E+00,2.15000E+02,3.84158E-07
7.10000E+00,2.25000E+02,6.60643E-09
7.10000E+00,2.35000E+02,0.00000E+00
7.10000E+00,2.45000E+02,0.00000E+00
7.10000E+00,2.55000E+02,0.00000E+00
7.10000E+00,2.65000E+02,0.00000E+00
7.10000E+00,2.75000E+02,0.00000E+00
7.10000E+00,2.85000E+02,0.00000E+00
7.10000E+00,2.95000E+02,0.00000E+00
7.10000E+00,3.05000E+02,0.00000E+00
7.10000E+00,3.15000E+02,0.00000E+00
7.10000E+00,3.25000E+02,0.00000E+00
7.10000E+00,3.35000E+02,0.00000E+00
7.10000E+00,3.45000E+02,0.00000E+00
7.30000E+00,5.00000E+00,0.00000E+00
7.30000E+00,1.50000E+01,0.00000E+00
7.30000E+00,2.50000E+01,0.00000E+00
7.30000E+00,3.50000E+01,0.00000E+00
7.30000E+00,4.50000E+01,0.00000E+00
7.30000E+00,5.50000E+01,0.00000E+00
7.30000E+00,6.50000E+01,0.00000E+00
7.30000E+00,7.50000E+01,0.00000E+00
7.30000E+00,8.50000E+01,0.00000E+00
7.30000E+00,9.50000E+01,3.59401E-06
7.30000E+00,1.05000E+02,5.58337E-06
7.30000E+00,1.15000E+02,4.47052E-03
7.30000E+00,1.25000E+02,1.21830E-03
7.30000E+00,1.35000E+02,6.92115E-04
7.30000E+00,1.45000E+02,4.03157E-04
7.30000E+00,1.55000E+02,1.71606E-04
7.30000E+00,1.65000E+02,1.40192E-04
